,id,img,label,pred_da
651,795,./annot_3000_hate/EgH7JS_XoAANwAa.jpg,0,"{'id': '32f8a6cd-5d60-4f5a-bac0-797c7848f5ed', 'output': {'detections': [], 'nsfw_score': 0.00217959051951766}}"
652,155,./annot_3000_hate/EgEv6SzX0AAwBmJ.jpg,0,"{'id': '9b3e05eb-a6b7-465d-8d7b-48f86bd315e2', 'output': {'detections': [], 'nsfw_score': 0.0019682496786117554}}"
653,2833,./annot_3000_hate/EucxBRMXYAEw9MX.jpg,0,"{'id': '53f1fe08-28c7-49e8-841b-9b4799a01b15', 'output': {'detections': [], 'nsfw_score': 0.00031086851959116757}}"
654,513,./annot_3000_hate/EedvuRHU4AIVzpT.jpg,0,"{'id': 'afd586b1-c4b4-48e8-90d2-721367ed0c1d', 'output': {'detections': [], 'nsfw_score': 0.0009935502894222736}}"
655,542,./annot_2000_no_politics/EzT8wpPVoAUNA-d.jpg,0,"{'id': 'c7e5c700-0856-438c-980b-045f5cc9f27a', 'output': {'detections': [], 'nsfw_score': 0.0010686630848795176}}"
656,386,./annot_3000_hate/EgBb_86XkAIt1-f.jpg,1,"{'id': 'fcebe1d2-e3df-4b7c-b187-d716ad129a38', 'output': {'detections': [], 'nsfw_score': 3.0977353162597865e-05}}"
657,947,./annot_2000_no_politics/EUuolS8X0AExylu.jpg,0,"{'id': 'cf2a6b8e-3e11-458b-8d26-810026618726', 'output': {'detections': [], 'nsfw_score': 0.003530055982992053}}"
658,1266,./annot_3000_hate/EPwLdyzU8AAWlFu.jpg,0,"{'id': '495c6e95-6fb8-4120-be0b-3283c8406638', 'output': {'detections': [], 'nsfw_score': 0.004747625440359116}}"
659,430,./annot_2000_no_politics/EWx7d8wWkAAxslj.jpg,1,"{'id': 'b44d5501-f3ef-4a15-b91b-94f6d8d09536', 'output': {'detections': [], 'nsfw_score': 0.0017132814973592758}}"
660,1591,./annot_2000_no_politics/EuBxP62U0AA_T-S.jpg,0,"{'id': '4a413d05-e376-40d6-82a6-123ced8740db', 'output': {'detections': [], 'nsfw_score': 0.004482550080865622}}"
661,1553,./annot_2000_no_politics/EfuoJl5XgAASR3_.jpg,0,"{'id': '52571c2a-0830-43f2-bfb8-07a855ade130', 'output': {'detections': [], 'nsfw_score': 0.018781373277306557}}"
662,596,./annot_2000_no_politics/EgIErYnWsAIZWjM.jpg,0,"{'id': 'b42002b2-5cba-423a-863b-173b7ab3d759', 'output': {'detections': [], 'nsfw_score': 0.0012004509335383773}}"
663,2937,./annot_3000_hate/EpFh73tU8AEt-k2.jpg,0,"{'id': 'a14908d8-afb5-42f5-a990-5631e684b068', 'output': {'detections': [], 'nsfw_score': 0.060533322393894196}}"
664,2010,./annot_3000_hate/EpsoPRsWwAMEmJX.jpg,0,"{'id': '9f053bf5-c525-45f7-a028-389f1716c57c', 'output': {'detections': [], 'nsfw_score': 0.0012223137309774756}}"
665,2414,./annot_3000_hate/EQft_nWXkAAczek.jpg,0,"{'id': '6117fdbb-6077-4b62-9bf6-daab05755e9f', 'output': {'detections': [], 'nsfw_score': 0.10123452544212341}}"
666,262,./annot_3000_hate/EfMWSSmUMAAR3hz.jpg,0,"{'id': '46be00e9-2599-4b4c-986b-62845f896e5d', 'output': {'detections': [], 'nsfw_score': 0.0008304583607241511}}"
667,560,./annot_2000_no_politics/EVT4XJ_UEAEBGoP.jpg,0,"{'id': 'bc6423aa-a314-4fc7-a34b-27ce4972c116', 'output': {'detections': [], 'nsfw_score': 0.12866319715976715}}"
668,2622,./annot_3000_hate/Eevix-cXoAEZbMh.jpg,1,"{'id': '1f75c545-9ddc-4655-a1c5-becec04d43a5', 'output': {'detections': [{'confidence': '0.33', 'bounding_box': [558, 687, 105, 104], 'name': 'Female Breast - Covered'}], 'nsfw_score': 0.00019696253002621233}}"
669,38,./annot_3000_hate/EQ8DiZBUcAAwpes.jpg,0,"{'id': '7fd666b7-1002-465a-8e4d-b70d13f3510c', 'output': {'detections': [], 'nsfw_score': 0.006100539583712816}}"
670,1818,./annot_2000_no_politics/Ezu2hreUUAEVcH4.jpg,0,"{'id': 'f94cf433-d514-4d6f-837b-8746fee6cd45', 'output': {'detections': [], 'nsfw_score': 0.0007207699818536639}}"
671,1554,./annot_3000_hate/Ee6iO-bXkAIipHv.jpg,0,"{'id': 'def4b51b-ffa3-485d-a8c3-49b63e3da302', 'output': {'detections': [], 'nsfw_score': 0.0020281097386032343}}"
672,219,./annot_2000_no_politics/EtkWp_YVgAItSO9.jpg,0,"{'id': 'bf97b835-26f8-4e86-a951-a180db7e966b', 'output': {'detections': [], 'nsfw_score': 0.12252621352672577}}"
673,622,./annot_2000_no_politics/EV5spynXQAQ2pQH.png,0,"{'id': 'def65469-7030-460f-9f49-96cda0b459e5', 'output': {'detections': [], 'nsfw_score': 0.00045090491767041385}}"
674,681,./annot_3000_hate/Eo0F2vvWMAAe2JU.jpg,0,"{'id': '719289af-26c6-456a-a935-209969f5e491', 'output': {'detections': [], 'nsfw_score': 0.00012184743536636233}}"
675,918,./annot_3000_hate/EWaG9QWXQAI3Hwc.jpg,0,"{'id': 'e68536c8-3311-46aa-86f9-e373115b4eb6', 'output': {'detections': [], 'nsfw_score': 0.056366465985774994}}"
676,1967,./annot_3000_hate/Eyo3WvFWgAMLbLn.jpg,0,"{'id': '0a12787d-d374-4725-a44c-50bb1ab2be9f', 'output': {'detections': [], 'nsfw_score': 0.006126963067799807}}"
677,877,./annot_3000_hate/EoumxVxXMAAiS-B.jpg,0,"{'id': '9cfe0abc-96d7-415f-8d71-0bb84f1ad86f', 'output': {'detections': [{'confidence': '0.62', 'bounding_box': [290, 486, 49, 82], 'name': 'Female Breast - Covered'}, {'confidence': '0.42', 'bounding_box': [358, 502, 52, 56], 'name': 'Female Breast - Covered'}], 'nsfw_score': 0.31697672605514526}}"
678,218,./annot_3000_hate/EgbfJGkXsAAJdYy.jpg,1,"{'id': '7bb4f57f-cdf0-4b82-a476-5828fd65c13f', 'output': {'detections': [], 'nsfw_score': 0.013111209496855736}}"
679,696,./annot_2000_no_politics/EyOTKwQVoAEj3vg.jpg,0,"{'id': 'dd890d50-7e5b-476d-ae70-d9396897227b', 'output': {'detections': [], 'nsfw_score': 0.131227046251297}}"
680,51,./annot_3000_hate/EetKtzaUcAErOdJ.png,1,"{'id': '47ec82bd-f9bc-462b-a8a1-05c57c5d764d', 'output': {'detections': [], 'nsfw_score': 0.00028701411793008447}}"
681,1359,./annot_3000_hate/Et4RDrmWgAUD4w_.jpg,1,"{'id': 'ff148a4a-7448-4839-af08-bd906eb10faf', 'output': {'detections': [], 'nsfw_score': 0.00438068900257349}}"
682,1587,./annot_2000_no_politics/EecNaIqXkAUlAWT.jpg,0,"{'id': 'daa039ab-0c81-4ca7-a327-916bd0ffcfaa', 'output': {'detections': [], 'nsfw_score': 4.7789711970835924e-05}}"
683,1806,./annot_3000_hate/EztItbbWQAgQXj8.jpg,0,"{'id': 'eea532f1-41b1-42aa-8903-e0d8afef88fd', 'output': {'detections': [], 'nsfw_score': 0.0015830397605895996}}"
684,2180,./annot_3000_hate/EgjIFzmWAAA56eT.jpg,1,"{'id': '769fcdbc-60d8-4910-a785-0d6c016f461a', 'output': {'detections': [], 'nsfw_score': 0.0004283839662093669}}"
685,1913,./annot_3000_hate/EfjJcMWWsAE8Z0o.jpg,1,"{'id': '2c1b4333-809f-4730-a31e-2261c75f4f59', 'output': {'detections': [], 'nsfw_score': 0.022547656670212746}}"
686,1599,./annot_2000_no_politics/EyeAm4jXEAE6WMW.jpg,0,"{'id': '10ef71f4-e9f0-483d-b717-37019b16ed6f', 'output': {'detections': [], 'nsfw_score': 0.002516909269616008}}"
687,1946,./annot_2000_no_politics/EWejy9VX0AEelGj.jpg,0,"{'id': '11e10b2c-d6e5-47f9-9741-0fceaebcced1', 'output': {'detections': [], 'nsfw_score': 0.006414208561182022}}"
688,64,./annot_3000_hate/EWZdOzUXQAELo6k.jpg,0,"{'id': '344b8d2e-4478-418b-b6d1-dd8da5d5773b', 'output': {'detections': [], 'nsfw_score': 0.00016276014503091574}}"
689,484,./annot_2000_no_politics/EgbhEyUWAAAsOCk.jpg,0,"{'id': 'a0f8223e-5e6f-4be2-87ec-20ecb80a15cc', 'output': {'detections': [], 'nsfw_score': 0.0011826746631413698}}"
690,2980,./annot_3000_hate/EyFZOVIXIAcZACM.jpg,1,"{'id': 'ba3ec277-f7f1-4806-b90f-93ca1695f1eb', 'output': {'detections': [], 'nsfw_score': 0.0023157342802733183}}"
691,633,./annot_3000_hate/EqhI1EvXYAA27dw.jpg,1,"{'id': '3fd4dd41-1d91-4659-977f-7fc304085fdd', 'output': {'detections': [{'confidence': '0.42', 'bounding_box': [300, 717, 126, 102], 'name': 'Buttocks - Exposed'}], 'nsfw_score': 0.03424234688282013}}"
692,67,./annot_2000_no_politics/EVf3WLKU0AAi6Np.jpg,0,"{'id': 'e773f172-e053-4524-a6fb-6dbc7d773f1e', 'output': {'detections': [], 'nsfw_score': 0.004793171770870686}}"
693,1908,./annot_3000_hate/EQDxfEkVUAAfGq1.jpg,1,"{'id': '8bbc9434-61d8-45ce-9129-3ea136a70ceb', 'output': {'detections': [], 'nsfw_score': 0.0017450241139158607}}"
694,1839,./annot_3000_hate/ERsAmLcVAAEANhd.jpg,1,"{'id': 'b89cffcf-c507-4be8-b544-7395c7850628', 'output': {'detections': [], 'nsfw_score': 0.0007293621893040836}}"
695,1497,./annot_3000_hate/EoOkcfTXcAUHKyg.jpg,1,"{'id': 'd0eaead5-551a-4447-b3e4-8dd3c8579642', 'output': {'detections': [], 'nsfw_score': 0.000300005660392344}}"
696,2153,./annot_3000_hate/EWWIErbXgAYN0zW.png,0,"{'id': '2fde39a6-bd06-4f7f-bf16-fe21ace57534', 'output': {'detections': [], 'nsfw_score': 0.01008440088480711}}"
697,2075,./annot_3000_hate/EpaAXMNUcAEo2ga.jpg,0,"{'id': 'be5e198b-5801-403e-a1d6-abf76e54a84f', 'output': {'detections': [], 'nsfw_score': 0.0011446173302829266}}"
698,234,./annot_2000_no_politics/EeVsXvfXgAYzdjy.jpg,0,"{'id': '942524e4-1e78-4d4a-b464-ed2342f951d2', 'output': {'detections': [], 'nsfw_score': 0.007445278111845255}}"
699,161,./annot_3000_hate/Ee89sUgUYAEJKfq.jpg,0,"{'id': 'b68e2bf9-89b9-411c-bd94-b516792e8aff', 'output': {'detections': [], 'nsfw_score': 0.002324278000742197}}"
700,2920,./annot_3000_hate/EVpeyKaXQAUKsvm.jpg,0,"{'id': '76af0f42-85e1-4d1c-8df8-f44d8f294d30', 'output': {'detections': [], 'nsfw_score': 0.0007880274206399918}}"
701,1516,./annot_3000_hate/Egn0XxFXgAIoxAv.jpg,1,"{'id': 'e1bddf01-2c8b-453d-8139-0daa5c0f268e', 'output': {'detections': [], 'nsfw_score': 0.003028151812031865}}"
702,1036,./annot_2000_no_politics/EfLQEvaU8AA3vvM.jpg,0,"{'id': '81bb06f6-766e-48e6-a159-282fbc1afc42', 'output': {'detections': [], 'nsfw_score': 0.007813750766217709}}"
703,414,./annot_3000_hate/EWETJ9yUMAA3Q0R.jpg,0,"{'id': '37217da4-466a-401c-8cfb-642e371c3e5e', 'output': {'detections': [], 'nsfw_score': 0.00023047288414090872}}"
704,1055,./annot_3000_hate/EocGmBHWMAAvFNK.jpg,1,"{'id': '7d983b54-5eed-46d6-802c-2815f6e7b1a7', 'output': {'detections': [], 'nsfw_score': 0.0004490360734052956}}"
705,2423,./annot_3000_hate/EfJlOqHUwAEM2nG.jpg,0,"{'id': 'e9f16f0c-61df-403d-9c8e-67a09fb8bed4', 'output': {'detections': [], 'nsfw_score': 0.016500698402523994}}"
706,1217,./annot_2000_no_politics/EetoLFdUwAA24W5.jpg,0,"{'id': '50512f33-a001-49b9-a8d0-be2ac152b4eb', 'output': {'detections': [], 'nsfw_score': 0.002702588215470314}}"
707,1232,./annot_3000_hate/EVd8TjzWkAAqtSn.jpg,0,"{'id': 'bc7733ca-822e-4a2d-8f57-5539ad6b8ffa', 'output': {'detections': [], 'nsfw_score': 0.0023663747124373913}}"
708,728,./annot_3000_hate/EqR1HNFVEAUkdc4.jpg,0,"{'id': '6967fc36-7fa2-4b75-a674-8b9177d6dfae', 'output': {'detections': [], 'nsfw_score': 0.008551673963665962}}"
709,2428,./annot_3000_hate/ERNAiq2U0AE5wZM.jpg,0,"{'id': 'f1e01fe2-280e-4320-909f-0c24bc1b41ea', 'output': {'detections': [], 'nsfw_score': 0.021168919280171394}}"
710,1850,./annot_3000_hate/EVnnbEXUUAA_0Zx.jpg,1,"{'id': 'db579c56-9098-43a1-b48b-fd6c9c3612d1', 'output': {'detections': [], 'nsfw_score': 0.0018869449850171804}}"
711,1189,./annot_3000_hate/Ex-40T7VEAAX_FZ.jpg,0,"{'id': 'c9b85f56-075e-4882-a3b2-62e3d9cc8bf5', 'output': {'detections': [], 'nsfw_score': 0.016847947612404823}}"
712,1400,./annot_2000_no_politics/Euev8TPWgAMb4q6.jpg,0,"{'id': '287d26f3-65bc-4d3b-9d66-1916b06a2cbc', 'output': {'detections': [], 'nsfw_score': 0.0061597987078130245}}"
713,2911,./annot_3000_hate/EozvR-PXMAARMUK.jpg,0,"{'id': 'acaf236b-0d1d-4e8a-9efa-1c1744b28b1c', 'output': {'detections': [], 'nsfw_score': 0.009161260910332203}}"
714,2879,./annot_3000_hate/EQQHe8JU8AIF-KS.jpg,1,"{'id': '800c9126-7ed9-4947-af6e-0fa413c7aabc', 'output': {'detections': [], 'nsfw_score': 0.0004440291377250105}}"
715,1533,./annot_3000_hate/EfvdbmsU8AA7a5G.jpg,1,"{'id': '87b0d779-b402-4090-94ab-673aee12bb62', 'output': {'detections': [], 'nsfw_score': 8.783748489804566e-05}}"
716,1923,./annot_3000_hate/EQ-yaRSXYAAMsKc.jpg,0,"{'id': '8feb4526-fbad-4db1-b49f-98ad533747c0', 'output': {'detections': [], 'nsfw_score': 0.024355828762054443}}"
717,250,./annot_3000_hate/EyF_IoBWUAMoRPV.jpg,0,"{'id': '15fd7dbf-3d93-4be0-ad5c-29187cff1a59', 'output': {'detections': [], 'nsfw_score': 0.006242513190954924}}"
718,979,./annot_2000_no_politics/EeihR9fUMAAobhQ.jpg,0,"{'id': '5d4fe663-214c-4460-9b68-1563d27b66b7', 'output': {'detections': [], 'nsfw_score': 0.04508295655250549}}"
719,2975,./annot_3000_hate/EVLYxEoUYAEgCM-.jpg,0,"{'id': 'a209208c-90ca-46fc-b149-70181f917de7', 'output': {'detections': [], 'nsfw_score': 0.003325844882056117}}"
720,1390,./annot_3000_hate/EpFI-FXWEAMuJ1S.jpg,0,"{'id': '95797bf9-5f55-44f2-ad2b-a359df96a11d', 'output': {'detections': [], 'nsfw_score': 0.0002540124987717718}}"
721,817,./annot_3000_hate/EWEOhyJUwAAuPu6.jpg,0,"{'id': '35d3bfc2-2a8b-4d97-bc4f-3cefa6a0cd3c', 'output': {'detections': [], 'nsfw_score': 7.596376963192597e-05}}"
722,356,./annot_2000_no_politics/Eeff23vVAAAXbDD.png,1,"{'id': '69b3aecf-324f-4251-87f0-b175d6dfe847', 'output': {'detections': [], 'nsfw_score': 0.0014320879708975554}}"
723,1174,./annot_3000_hate/EeeFj6hXkAAr7vh.jpg,0,"{'id': '9137ea70-b36c-43b7-8365-d4ac42f65f01', 'output': {'detections': [], 'nsfw_score': 0.00013058226613793522}}"
724,1486,./annot_2000_no_politics/EzpOz42WUAAhy2e.jpg,0,"{'id': '32e3a2be-c39f-4009-aa7a-3d200bd9517f', 'output': {'detections': [], 'nsfw_score': 0.008281659334897995}}"
725,1273,./annot_2000_no_politics/EteJ8dKXIAw_L73.jpg,0,"{'id': '1beffe8d-2dea-45b8-bb01-deceb8adc249', 'output': {'detections': [], 'nsfw_score': 0.012732930481433868}}"
726,2973,./annot_3000_hate/Eotm--nU0AAKU2j.jpg,0,"{'id': '9a138dee-f32d-4581-bf78-2eec35a2ff15', 'output': {'detections': [], 'nsfw_score': 0.00413852883502841}}"
727,1053,./annot_3000_hate/EUtM7_QWkAEMMvD.jpg,1,"{'id': 'd428d6f1-9b3f-48c1-ba51-ade35eb03a1b', 'output': {'detections': [], 'nsfw_score': 0.007452727761119604}}"
728,1840,./annot_2000_no_politics/EWjwj3UUcAAyNA3.jpg,0,"{'id': '4245045e-d5b9-4a2a-a682-fbc07fd15da2', 'output': {'detections': [], 'nsfw_score': 0.0041297730058431625}}"
729,1002,./annot_3000_hate/EvFCYxnXYBAQKac.png,0,"{'id': '4cb060b7-a6b3-4adc-8e9d-4070972e787d', 'output': {'detections': [], 'nsfw_score': 0.015980005264282227}}"
730,2461,./annot_3000_hate/EewJTw-UYAAjGM8.jpg,0,"{'id': '5a706ed5-a6b1-432d-b201-78bcb7b46d22', 'output': {'detections': [], 'nsfw_score': 0.0021125839557498693}}"
731,2517,./annot_3000_hate/EzbsFreWYAEAEkW.jpg,0,"{'id': 'ae0cffc2-e8d9-45a7-8d91-7780d6a6393f', 'output': {'detections': [], 'nsfw_score': 0.0006959749734960496}}"
732,2681,./annot_3000_hate/EUsWT3hWAAIaUBR.jpg,0,"{'id': 'ba91b63a-6504-4b3e-ac0f-a3634f6f58ab', 'output': {'detections': [], 'nsfw_score': 0.002871668664738536}}"
733,2464,./annot_3000_hate/EWvchtJWsAAyoKE.jpg,0,"{'id': 'e2ca26da-a6e9-40bc-a1a1-3b094de614d0', 'output': {'detections': [], 'nsfw_score': 0.0001544940023450181}}"
734,1766,./annot_2000_no_politics/EfRClHXXsAU0srf.jpg,0,"{'id': '85099f88-9724-461c-ae88-e54da9a794cd', 'output': {'detections': [], 'nsfw_score': 0.0995478555560112}}"
735,2115,./annot_3000_hate/Ee6JWhbWkAMtCs2.jpg,0,"{'id': 'acc999ed-6b95-4be5-af3a-a56d788ad514', 'output': {'detections': [], 'nsfw_score': 0.003645735327154398}}"
736,787,./annot_3000_hate/EQd8MV5U4AMsmuR.jpg,1,"{'id': 'd16a5574-c66d-41b1-8ae8-0fdafba77b73', 'output': {'detections': [], 'nsfw_score': 0.013055930845439434}}"
737,156,./annot_2000_no_politics/EzxeS7eXEAIiOMI.jpg,0,"{'id': '6948d74f-6f78-4c34-8905-b5aa5df988b1', 'output': {'detections': [], 'nsfw_score': 0.0004158591036684811}}"
738,1943,./annot_3000_hate/EesoFFzWAAwDmyo.jpg,0,"{'id': 'f36cfa0a-f06e-4b41-829b-a4167551973b', 'output': {'detections': [], 'nsfw_score': 0.0065587288700044155}}"
739,866,./annot_3000_hate/EQnT00fXYAAP18x.jpg,0,"{'id': '8d1a62bc-d4b7-4e36-8b25-d3f0de3cf2fe', 'output': {'detections': [], 'nsfw_score': 0.015278867445886135}}"
740,2192,./annot_3000_hate/EWA0hWTX0AI2jKC.jpg,1,"{'id': 'cb00a093-f491-4540-bd25-dfad1d9ad118', 'output': {'detections': [], 'nsfw_score': 0.019307389855384827}}"
741,2374,./annot_3000_hate/EQ1kjktXkAMisbi.jpg,0,"{'id': '1e4f07b5-ead3-47b6-b4ea-6adc0ea0029e', 'output': {'detections': [], 'nsfw_score': 0.004877415020018816}}"
742,2296,./annot_3000_hate/Ex8PogTWEAcjMcR.jpg,1,"{'id': 'f66f9aff-ec10-44c3-9ea9-7e54ca875ed8', 'output': {'detections': [], 'nsfw_score': 6.98088260833174e-05}}"
743,304,./annot_3000_hate/EtPKShyVkAAlkDn.jpg,0,"{'id': 'b74ce1b1-d197-45d2-adb4-de8e7bc67468', 'output': {'detections': [], 'nsfw_score': 0.004213062580674887}}"
744,1939,./annot_2000_no_politics/Ey-jrPuWUAcSHHg.jpg,0,"{'id': 'c5dbb2d4-7922-437f-9042-15a28cbb2e5d', 'output': {'detections': [], 'nsfw_score': 0.0025491800624877214}}"
745,1988,./annot_2000_no_politics/EzN2HArUUAsHfQD.jpg,0,"{'id': 'f870ca88-f613-41d3-be99-70ffb17b6fc6', 'output': {'detections': [], 'nsfw_score': 0.027781333774328232}}"
746,1237,./annot_3000_hate/EfwDLtHWAAUewmY.jpg,1,"{'id': 'd434cc04-c801-40c6-a9cc-ccb284a2d7f2', 'output': {'detections': [], 'nsfw_score': 0.0011026430875062943}}"
747,2221,./annot_3000_hate/EWdWG_ZXYAgaZgn.jpg,1,"{'id': '090b2f96-d115-4634-8605-ffb39d30a049', 'output': {'detections': [], 'nsfw_score': 0.0032435532193630934}}"
748,894,./annot_2000_no_politics/EokSxvpW8AIePSy.jpg,0,"{'id': '11a8139f-1945-4956-8cf3-b4b6147619a6', 'output': {'detections': [], 'nsfw_score': 0.0009387580794282258}}"
749,732,./annot_3000_hate/EpJn7o8WMAIQz_l.jpg,0,"{'id': 'f4f40573-8ac1-4ffb-b359-ff641a23db8f', 'output': {'detections': [], 'nsfw_score': 0.34641748666763306}}"
750,1870,./annot_2000_no_politics/EVm4h5eUYAA1kc3.jpg,0,"{'id': 'a9f6b649-7faa-4b84-b4c6-006abf1dcb46', 'output': {'detections': [], 'nsfw_score': 0.0003505071217659861}}"
751,2135,./annot_3000_hate/EVoQvO2VAAUBaAZ.jpg,0,"{'id': 'e0314673-0886-4d72-acfd-02b9a5e5f5b4', 'output': {'detections': [], 'nsfw_score': 0.0001425726368324831}}"
752,1928,./annot_2000_no_politics/EgVzAxkVAAAaZSo.jpg,0,"{'id': '2b8b63c7-6573-4238-acf5-4a0efd63537f', 'output': {'detections': [], 'nsfw_score': 0.07029271870851517}}"
753,2632,./annot_3000_hate/EQBH2yMVAAIB4yp.jpg,0,"{'id': 'bedf0683-3743-4e0c-bb57-4079948c2fec', 'output': {'detections': [], 'nsfw_score': 0.011790404096245766}}"
754,1234,./annot_3000_hate/EVXm1tPWsAEDJf6.jpg,0,"{'id': '9744d919-cbd6-4d61-a706-323035c27795', 'output': {'detections': [], 'nsfw_score': 0.05120084062218666}}"
755,2038,./annot_3000_hate/ERsOfO2XUAAL-nP.jpg,0,"{'id': 'e1abcd75-d76f-44f9-9153-a01ba502bcb2', 'output': {'detections': [], 'nsfw_score': 0.0019081697100773454}}"
756,1020,./annot_2000_no_politics/EeWcY4SXkAUGSKT.jpg,1,"{'id': 'bade7bd8-3914-4462-ad93-19e74dc35cf8', 'output': {'detections': [], 'nsfw_score': 0.025088397786021233}}"
757,1061,./annot_2000_no_politics/EWBjh37UYAAnZ37.jpg,0,"{'id': '19d34bac-a90c-4288-b7f7-5660555175e1', 'output': {'detections': [], 'nsfw_score': 0.022099629044532776}}"
758,2361,./annot_3000_hate/EWW9Jl5U0AA_-GH.png,1,"{'id': 'e4568b6b-032f-4b14-a0c1-bec0ffc5fe4f', 'output': {'detections': [], 'nsfw_score': 0.0036554154939949512}}"
759,402,./annot_2000_no_politics/EejJ2k9U0AILr4w.jpg,1,"{'id': '1d88e443-ae65-489e-8ac1-bca69f4b0880', 'output': {'detections': [], 'nsfw_score': 0.0013553635217249393}}"
760,952,./annot_2000_no_politics/EV3qvqKXgAIhiv_.jpg,0,"{'id': 'd5be7c3c-8a94-4d03-890a-d0946fe85525', 'output': {'detections': [], 'nsfw_score': 0.001733026234433055}}"
761,683,./annot_3000_hate/EtujemyWYAM9qrE.jpg,0,"{'id': 'b480c056-06be-4029-9bea-3d776c338dae', 'output': {'detections': [], 'nsfw_score': 0.000792966689914465}}"
762,184,./annot_2000_no_politics/EfvBpWbXsAAlKp0.jpg,0,"{'id': '7b78fc46-3f49-4a59-a0f3-0b1f14df1880', 'output': {'detections': [], 'nsfw_score': 0.00013286089233588427}}"
763,1169,./annot_3000_hate/EWOLl9QUMAAnoiY.jpg,0,"{'id': 'e6d6b3ed-c9ed-454d-8ee5-ead07ffb77a8', 'output': {'detections': [], 'nsfw_score': 0.001229145796969533}}"
764,528,./annot_2000_no_politics/EfsUoSnUcAAaXPd.jpg,1,"{'id': 'e24d4ede-be0b-48cc-837e-d24e57baee00', 'output': {'detections': [], 'nsfw_score': 0.0013450466794893146}}"
765,1562,./annot_3000_hate/EV0JhH9VcAAkWEP.jpg,0,"{'id': 'b14b8591-b1c8-474b-bf7a-cc2020327772', 'output': {'detections': [], 'nsfw_score': 0.028866682201623917}}"
766,2741,./annot_3000_hate/EUnv4fWWsAEhlOc.jpg,0,"{'id': '9398f745-83a3-41a1-a029-ce2ad3616866', 'output': {'detections': [{'confidence': '0.48', 'bounding_box': [9, 292, 149, 273], 'name': 'Female Breast - Covered'}, {'confidence': '0.44', 'bounding_box': [440, 284, 108, 112], 'name': 'Male Breast - Exposed'}, {'confidence': '0.36', 'bounding_box': [681, 360, 82, 107], 'name': 'Male Breast - Exposed'}, {'confidence': '0.62', 'bounding_box': [845, 338, 78, 95], 'name': 'Male Breast - Exposed'}], 'nsfw_score': 0.1883554309606552}}"
767,2076,./annot_3000_hate/EWaxdVqVcAEWVsA.jpg,1,"{'id': 'd358dcc7-8f9e-43f2-81da-33899ff01d41', 'output': {'detections': [{'confidence': '0.37', 'bounding_box': [415, 255, 72, 65], 'name': 'Female Breast - Covered'}], 'nsfw_score': 0.6380294561386108}}"
768,2302,./annot_3000_hate/EQqYy9oX0AAxeGb.jpg,0,"{'id': '66c5c5a4-d417-41d7-8ad4-f4c87c75c138', 'output': {'detections': [], 'nsfw_score': 0.0025850869715213776}}"
769,708,./annot_3000_hate/Ep3Ly3SWwAIGGzm.jpg,0,"{'id': '9547c60d-0c43-4e7a-8721-029d59544493', 'output': {'detections': [], 'nsfw_score': 0.001481098821386695}}"
770,569,./annot_2000_no_politics/EeiOWHOUwAAQLRU.jpg,0,"{'id': '64dc9705-ba33-4f88-a599-a31b88b03bc5', 'output': {'detections': [], 'nsfw_score': 0.0008459092932753265}}"
771,1846,./annot_3000_hate/EVTD66AUEAE4l8i.jpg,1,"{'id': '3e23beec-81ec-4a60-9dd6-b365b67ff410', 'output': {'detections': [], 'nsfw_score': 0.0001876878523034975}}"
772,1072,./annot_2000_no_politics/Ef4Fqu1XoAIuqc0.jpg,0,"{'id': 'd7f91edc-9866-4e22-9886-afd8480eeb9a', 'output': {'detections': [], 'nsfw_score': 0.01901046745479107}}"
773,1935,./annot_3000_hate/EqB-vdyVEAAK1rC.jpg,0,"{'id': '5a3f28b4-6458-4d46-b0f9-6c457797ed95', 'output': {'detections': [], 'nsfw_score': 0.014640591107308865}}"
774,392,./annot_2000_no_politics/ERqrBRJXUAA8JDQ.jpg,0,"{'id': '1f0c9ada-5136-48f3-a518-1893c3590326', 'output': {'detections': [], 'nsfw_score': 0.00018584138888400048}}"
775,2109,./annot_3000_hate/EfKCmHXU4AY1eZO.jpg,0,"{'id': 'b94a712c-51fd-4040-bf95-b900064f076a', 'output': {'detections': [], 'nsfw_score': 0.0017107584280893207}}"
776,1292,./annot_3000_hate/EVP18ckUYAUMsy_.jpg,0,"{'id': '8705b074-8f1f-401e-8802-fc722725e8f4', 'output': {'detections': [], 'nsfw_score': 0.00871140044182539}}"
777,2123,./annot_3000_hate/EfmaydxXgAofQrd.jpg,1,"{'id': 'e07bfad5-3070-4477-a014-8fdc3da688a2', 'output': {'detections': [], 'nsfw_score': 0.0032323969062417746}}"
778,879,./annot_3000_hate/EVU12ZbUcAAigUN.jpg,0,"{'id': '350c1f8b-4c87-49d0-bc8c-6aeb33bfe9f8', 'output': {'detections': [], 'nsfw_score': 0.01757708005607128}}"
779,614,./annot_3000_hate/EVHwCGuXkAAA4L1.jpg,0,"{'id': '6d069d30-ad8a-4c21-a847-a5dfe35b607d', 'output': {'detections': [], 'nsfw_score': 0.004119759891182184}}"
780,1521,./annot_3000_hate/EV21WyZX0AY6Oe6.jpg,1,"{'id': '6c184907-a081-43d9-bcb5-2464df029c15', 'output': {'detections': [], 'nsfw_score': 0.017267795279622078}}"
