,id,img,label,pred_amz_value
979,1055,./annot_3000_hate/EocGmBHWMAAvFNK.jpg,1,0
980,2787,./annot_3000_hate/EfA0r93WsAMaBEE.jpg,0,0
981,442,./annot_2000_no_politics/EQp05iNWkAAD-PK.jpg,0,0
982,1298,./annot_2000_no_politics/EWe3RZIUwAMsKRk.jpg,1,0
983,682,./annot_3000_hate/Egr_gTfWAAE3zgD.jpg,0,0
984,634,./annot_2000_no_politics/EQFFMukVUAMF1hV.jpg,1,0
985,277,./annot_3000_hate/Ee8IJSQXsAADasH.jpg,0,0
986,650,./annot_3000_hate/EfwbzJAUcAECMdL.jpg,1,0
987,1207,./annot_2000_no_politics/EtuixYBWYAUTyVs.jpg,0,0
988,1681,./annot_2000_no_politics/EVr3pL1U0AAVo39.jpg,0,0
989,837,./annot_3000_hate/EpPSrevWEAEU7qW.jpg,0,0
990,914,./annot_2000_no_politics/EpgZyv9W8AE4TCl.jpg,0,0
991,1965,./annot_3000_hate/EzZGCu5XIAAIpqY.jpg,0,0
992,2444,./annot_3000_hate/EVcvdVcX0AEXRl-.jpg,0,0
993,2714,./annot_3000_hate/EfyPLkuXYAIaRPo.jpg,0,0
994,294,./annot_3000_hate/EgoXq9NXsAUfGFU.jpg,0,0
995,1358,./annot_3000_hate/EWY5EH2U4AA9Q93.jpg,1,0
996,2915,./annot_3000_hate/EtzyW2TXIAEc8dU.jpg,0,0
997,2609,./annot_3000_hate/EpPfGLqWMAERsuv.jpg,0,0
998,635,./annot_2000_no_politics/EpzSOGQW4AE6G1e.png,0,0
999,2846,./annot_3000_hate/Euo7Dx4XEAEu2qr.jpg,0,0
1000,1083,./annot_3000_hate/EV1EjqWUYAAtn5A.jpg,0,0
1001,1438,./annot_3000_hate/EWabrldUMAA1HD1.jpg,0,0
1002,133,./annot_3000_hate/EgdqLRaWsAI9oAd.jpg,0,0
1003,2156,./annot_3000_hate/EeoBkhCXoAAc5IQ.jpg,0,0
1004,1299,./annot_3000_hate/EfCbOdxUwAAWX2U.jpg,0,0
1005,1181,./annot_2000_no_politics/Eo78P2VXIAMP3fw.jpg,0,0
1006,1485,./annot_2000_no_politics/Ex_PoAjVIAEGtbG.jpg,0,0
1007,609,./annot_3000_hate/EpDFnY5W8AEPj7d.jpg,1,0
1008,2009,./annot_3000_hate/EUrwKh5UMAAa6oj.jpg,0,0
1009,1672,./annot_2000_no_politics/ERwl4TeU8AEcOvC.jpg,0,0
1010,1141,./annot_3000_hate/EWOnL3UXQAIjelY.jpg,1,0
1011,2151,./annot_3000_hate/EPuF_WDU8AAASZ5.jpg,0,0
1012,1963,./annot_3000_hate/EtHNUPFUcAMOwuM.jpg,0,0
1013,858,./annot_2000_no_politics/EuyhXmOXcAY2pjW.jpg,0,0
1014,2362,./annot_3000_hate/EyNzTWFWQAIcXVL.jpg,1,0
1015,170,./annot_3000_hate/Ee7AnNQX0AEZPA5.png,0,0
1016,2181,./annot_3000_hate/EfIwb_tUMAA6AvF.jpg,0,0
1017,1005,./annot_3000_hate/EpIfwchXYAAQK1E.jpg,0,0
1018,1212,./annot_3000_hate/EQCO3inWkAE7lq5.jpg,0,0
1019,1419,./annot_3000_hate/EgG7oR5UYAAV2rF.jpg,1,0
1020,2688,./annot_3000_hate/EQnakzMWkAIXA42.jpg,0,0
1021,247,./annot_3000_hate/EUsPdavUEAE3JF7.jpg,0,0
1022,2853,./annot_3000_hate/EgSLMN9UMAAndqD.jpg,1,0
1023,1657,./annot_3000_hate/EWTaP9dXsAAUIEK.jpg,1,0
1024,248,./annot_3000_hate/EtO6M9MVgAQiar9.jpg,0,0
1025,631,./annot_3000_hate/EuSAgwpXcAA6VAH.jpg,0,0
1026,276,./annot_3000_hate/EQe4VuQXUAA1EcS.jpg,1,0
1027,1651,./annot_2000_no_politics/Eogkg7aWEAM5TGP.jpg,0,0
1028,345,./annot_3000_hate/EVrUa0yVAAAcstw.jpg,0,0
1029,2783,./annot_3000_hate/EWDbVFfXkAATapg.jpg,0,0
1030,1728,./annot_3000_hate/EgrEr3zWsAEH9lA.jpg,0,0
1031,2996,./annot_3000_hate/Eyd7FWXXIAM3iF3.jpg,0,0
1032,2956,./annot_3000_hate/EfUvK8rWAAcna55.png,1,0
1033,2575,./annot_3000_hate/EfMeANsWkAAv5YG.jpg,0,0
1034,1485,./annot_3000_hate/Egc9aXIUYAAEch0.jpg,1,0
1035,88,./annot_3000_hate/EQCJ13pXkAAab89.jpg,0,0
1036,2152,./annot_3000_hate/Efp7i38WsAAQPxD.jpg,0,0
1037,1766,./annot_2000_no_politics/EfRClHXXsAU0srf.jpg,0,0
1038,161,./annot_2000_no_politics/EeTTfo0VAAAQi71.jpg,0,0
1039,151,./annot_3000_hate/ERFGpsfWoAEv55d.jpg,0,0
1040,799,./annot_3000_hate/EP_GI76UUAAIrEw.jpg,0,0
1041,1927,./annot_2000_no_politics/EUhWmuCWsAIQJtu.jpg,0,0
1042,1309,./annot_3000_hate/EowjlzzU0AAsl_h.jpg,0,0
1043,1742,./annot_3000_hate/EUhTcAMU8AMlW_B.jpg,0,0
1044,1005,./annot_2000_no_politics/EebG3YaWkAMTY3L.jpg,1,0
1045,1807,./annot_2000_no_politics/EphFW2zXYAEAzS0.jpg,0,0
1046,280,./annot_2000_no_politics/Eyem4W0WUAEaA-B.png,0,0
1047,561,./annot_2000_no_politics/Eya-9wgWYAELDQq.jpg,0,0
1048,1735,./annot_2000_no_politics/EPyM21SUYAAKvGn.jpg,0,0
1049,892,./annot_3000_hate/Ezp3meCVgAUYnQj.jpg,0,0
1050,973,./annot_2000_no_politics/EP0PXnsW4AAVjb-.jpg,0,0
1051,53,./annot_3000_hate/Eo9ON9XWEAMffYM.jpg,1,0
1052,1710,./annot_2000_no_politics/EyDiiQSXEA05i6b.jpg,1,0
1053,1486,./annot_3000_hate/EogJqzHVgAEAN3m.jpg,0,0
1054,1664,./annot_2000_no_politics/EeWN6EfX0AEmOzz.jpg,0,0
1055,1575,./annot_2000_no_politics/ERq3R8UWsAAyo2x.jpg,0,0
1056,1158,./annot_2000_no_politics/ERaNVTCUUAA78Lh.jpg,1,0
1057,1771,./annot_3000_hate/EWhIf7cWoAAIq0Z.jpg,0,0
1058,180,./annot_2000_no_politics/EoiYpEJVgAEyJ3y.jpg,0,0
1059,660,./annot_2000_no_politics/E0KBhqIXEAcbSKY.jpg,0,0
1060,1189,./annot_3000_hate/Ex-40T7VEAAX_FZ.jpg,0,0
1061,1972,./annot_2000_no_politics/Ey21NRFU4AUA6vT.jpg,0,0
1062,377,./annot_2000_no_politics/Eu6bosOXIAEyYY-.jpg,0,0
1063,802,./annot_3000_hate/EgMw8LGXkAENLVn.jpg,1,0
1064,2173,./annot_3000_hate/EWiKA7WWkAEsmJf.jpg,1,0
1065,473,./annot_3000_hate/EoPwYkyW8AI-sFv.jpg,0,0
1066,1712,./annot_2000_no_politics/EynZqJnWEAQoux5.jpg,0,0
1067,2017,./annot_3000_hate/EgO2_fGXsAA4LEs.jpg,0,0
1068,1068,./annot_2000_no_politics/EfFNpvbUcAAwkcc.png,1,0
1069,1099,./annot_3000_hate/EtLdtwyXEAU0i62.jpg,0,0
1070,1019,./annot_3000_hate/Ee5Kg3FWkAImvQP.jpg,1,0
1071,2293,./annot_3000_hate/EVOMYOeUwAENH5r.jpg,0,0
1072,940,./annot_3000_hate/ERoZ6etU4AAwy1J.jpg,1,0
1073,2000,./annot_3000_hate/Ee7I382UEAEpP1s.jpg,0,0
1074,1579,./annot_2000_no_politics/EP7uJWkVUAI8NR9.jpg,1,0
1075,1103,./annot_2000_no_politics/ERsTot5XUAEGEMj.jpg,0,0
1076,1389,./annot_2000_no_politics/EzsPVY3WUAQCzuT.jpg,0,0
1077,911,./annot_2000_no_politics/EtU2vOoXcAIN9UN.png,0,0
1078,390,./annot_2000_no_politics/EfFXmccWAAE4ikS.jpg,0,0
1079,1601,./annot_2000_no_politics/EpozCeeXYAE6dbq.jpg,0,0
1080,12,./annot_3000_hate/EU2TIAEUwAYaAbK.jpg,0,0
1081,98,./annot_3000_hate/EewFEiOWoAA_KPg.jpg,0,0
1082,124,./annot_3000_hate/EzXNcvEVEA0lxtQ.jpg,0,0
1083,1903,./annot_2000_no_politics/Epq5dj7XUAABftE.jpg,0,0
1084,915,./annot_3000_hate/EUxyJEgUEAEa8Xn.jpg,1,0
1085,2242,./annot_3000_hate/EWnQV6fWoAAFEcT.jpg,0,0
1086,9,./annot_3000_hate/ERjIZVaWkAM8rnV.jpg,1,0
1087,167,./annot_2000_no_politics/EV7FTIyWAAAg8Rc.jpg,1,0
1088,458,./annot_2000_no_politics/ERENgIyUUAE_4Qb.jpg,1,0
1089,1007,./annot_3000_hate/Eot9EasW8AIy4sk.jpg,1,0
1090,1466,./annot_2000_no_politics/EV699TbX0AYXDgB.jpg,0,0
1091,1518,./annot_3000_hate/EyajOUgXMAAf7V2.jpg,0,0
1092,702,./annot_2000_no_politics/EyNO_X9XIAIoPSd.jpg,0,0
1093,1013,./annot_2000_no_politics/EP7y8UBWAAAZ___.jpg,1,0
1094,543,./annot_3000_hate/EpE72YVW4AgxoAd.jpg,1,0
1095,2738,./annot_3000_hate/EgOvS_DVoAAIl86.jpg,0,0
1096,172,./annot_3000_hate/EWDkmkTU8AEYu_y.jpg,1,0
1097,1496,./annot_2000_no_politics/Eo8yKjcXIAUjYFF.jpg,1,0
1098,718,./annot_2000_no_politics/EoHsbfqUUAInFyQ.jpg,1,0
1099,2069,./annot_3000_hate/EyOnh75U4AESRpr.jpg,1,0
1100,697,./annot_2000_no_politics/EqBJ9MvXAAMp9Dy.jpg,0,0
1101,1768,./annot_2000_no_politics/EofC2-fUwAIDTMk.jpg,0,0
1102,1807,./annot_3000_hate/EQRcZ9zUEAAUFP1.jpg,0,0
1103,630,./annot_2000_no_politics/Eemwti6XgAsyBJ5.jpg,0,0
1104,1499,./annot_3000_hate/EyBrnf-UUAInC4D.jpg,1,0
1105,1478,./annot_3000_hate/EfJcKnPX0AAMXAv.jpg,0,0
1106,1875,./annot_2000_no_politics/EWY1w5DWsAIl5wL.jpg,0,0
1107,526,./annot_3000_hate/EyR_V0LUYAACgZK.png,0,0
1108,340,./annot_3000_hate/ERo9XnmXsAElZAa.jpg,0,0
1109,2119,./annot_3000_hate/EWECyfIXgAA94vD.jpg,0,0
1110,722,./annot_3000_hate/EoWCDdyXEAAnkj6.jpg,0,0
1111,434,./annot_2000_no_politics/EzRsvqKVcAEC_qm.jpg,0,0
1112,209,./annot_2000_no_politics/EgCIv2AXkAEoTkb.jpg,0,0
1113,298,./annot_2000_no_politics/EqguNwcXcAIUftB.jpg,0,0
1114,2917,./annot_3000_hate/EoZphp1WMAIQNID.jpg,0,0
1115,1176,./annot_2000_no_politics/EUsLtSXUcAEmP14.jpg,1,0
1116,1171,./annot_2000_no_politics/Ef5LJczXoActmE2.png,0,0
1117,370,./annot_3000_hate/EVaVFUpUwAAccY8.jpg,0,0
1118,1188,./annot_3000_hate/EzUNjDoVUAUNO_G.jpg,0,0
1119,564,./annot_2000_no_politics/EqHJ2_zU8AA3aIj.jpg,0,0
1120,1194,./annot_3000_hate/EWREupsU4AMTCvP.png,0,0
1121,245,./annot_2000_no_politics/Et5_c73XcAEzrNx.jpg,0,0
1122,2613,./annot_3000_hate/EUmNXykUwAAGWGZ.jpg,0,0
1123,1398,./annot_3000_hate/Ep-cr6JWMAAW1J7.jpg,1,0
1124,1617,./annot_3000_hate/EVPeH_NUwAE035q.jpg,0,0
1125,2678,./annot_3000_hate/EgNiDrFXsAQ0PXX.jpg,0,0
1126,1381,./annot_3000_hate/EevDrTqXsAA3K28.jpg,1,0
1127,749,./annot_3000_hate/EeaFgdIWsAAsM-c.jpg,0,0
1128,832,./annot_2000_no_politics/EtqpKmMVgAEDLDP.jpg,1,0
1129,1088,./annot_3000_hate/EV_NcUtXQAMYr7G.jpg,1,0
1130,2025,./annot_3000_hate/ERllRIzW4AckbHN.jpg,0,0
1131,1942,./annot_3000_hate/EewwEAYXkAANDmr.jpg,0,0
1132,193,./annot_3000_hate/EV7eIcvUMAA8lmr.jpg,1,0
1133,186,./annot_2000_no_politics/Ex9L7gNXAAEaLrY.png,0,0
1134,747,./annot_3000_hate/EfCaNFDXgAAvQnu.jpg,1,0
1135,211,./annot_2000_no_politics/EWQC3gwXsAMP_Sl.jpg,0,0
1136,918,./annot_3000_hate/EWaG9QWXQAI3Hwc.jpg,0,0
1137,134,./annot_2000_no_politics/EWjn9p7XQAAbEsp.jpg,0,0
1138,2573,./annot_3000_hate/EUnd4RFWsAEHyxf.jpg,1,0
1139,822,./annot_2000_no_politics/EgdZXG_WkAEsmL9.jpg,0,0
1140,266,./annot_3000_hate/EP-8pUkWkAAx5aN.jpg,0,0
1141,1706,./annot_3000_hate/EqQgInpXMAE4KIi.jpg,0,0
1142,2819,./annot_3000_hate/Ee_XbfnXsAEUKPx.jpg,0,0
1143,564,./annot_3000_hate/Ezzhro6XoAIQRft.jpg,1,0
1144,2875,./annot_3000_hate/EWPmtxzUEAAiT8x.jpg,0,0
1145,359,./annot_2000_no_politics/Ez0H-bQVIAAH6A2.jpg,0,0
1146,1027,./annot_3000_hate/Ef3nGLYX0AEl5IV.jpg,0,0
1147,909,./annot_2000_no_politics/EWP5WndWsAgVXuz.jpg,1,0
1148,532,./annot_2000_no_politics/Eo-nNUNWEAYSKJ8.jpg,0,0
1149,527,./annot_3000_hate/EqFwPQwWMAETzNp.jpg,1,0
1150,361,./annot_3000_hate/EowL0HCXYAIZOU3.jpg,1,0
1151,684,./annot_2000_no_politics/EQbKeDOUYAMMhYM.jpg,0,0
1152,2777,./annot_3000_hate/Eqgw3pKUYAAFpEZ.jpg,1,0
1153,1877,./annot_2000_no_politics/EWkI5oJUYAANK0v.jpg,0,0
1154,509,./annot_2000_no_politics/Eu52_hBXUAM0NqH.jpg,0,0
1155,447,./annot_2000_no_politics/Ey1Bd7BU4AYSNLX.jpg,0,0
1156,2741,./annot_3000_hate/EUnv4fWWsAEhlOc.jpg,0,0
1157,387,./annot_3000_hate/EywNsm1U4AIEfLs.jpg,0,0
1158,1527,./annot_3000_hate/Epcck9lW8AE6LXV.jpg,1,0
1159,1949,./annot_2000_no_politics/EprMeYsXMAA4oNj.jpg,0,0
1160,288,./annot_3000_hate/EVaFFzuWkAI3NGX.jpg,0,0
1161,2455,./annot_3000_hate/Ey2YeMdWgAI2oU-.jpg,0,0
1162,1335,./annot_2000_no_politics/EWir6lJWAAAhKP3.jpg,0,0
1163,2228,./annot_3000_hate/EVN0bwvUEAA_6Ky.jpg,1,0
1164,1660,./annot_2000_no_politics/Ef45OqAUMAA77Pq.jpg,0,0
1165,1820,./annot_2000_no_politics/EfO6zriVoAAJmab.jpg,0,0
1166,259,./annot_3000_hate/EfjbjggXoAAqvis.jpg,0,0
1167,208,./annot_2000_no_politics/Ez1PVDJXMAYGogy.jpg,0,0
1168,1311,./annot_3000_hate/Ef_eVvVUYAE7jD4.jpg,1,1
1169,1710,./annot_3000_hate/EU2-R2xXsAAdce_.jpg,0,0
1170,314,./annot_2000_no_politics/EeY-oIEVoAIWFX7.jpg,0,0
1171,449,./annot_3000_hate/EQAqW4SWsAAnS-N.jpg,0,0
1172,605,./annot_3000_hate/EWDuQ1BXkAMd5Sf.jpg,0,0
1173,172,./annot_2000_no_politics/EWAuxVaWkAIv7Nv.jpg,0,0
1174,2247,./annot_3000_hate/EUlu1HOVAAEFpnA.jpg,0,0
1175,1490,./annot_3000_hate/Ez6qyY_XoAMA9Sr.jpg,0,0
1176,1601,./annot_3000_hate/EeTH_MyXoAYVTur.jpg,0,0
1177,2445,./annot_3000_hate/EWnYvRpVAAI7XGC.jpg,0,0
1178,889,./annot_3000_hate/Ee6cdKXU8AEawah.jpg,0,0
1179,499,./annot_3000_hate/EzwdlZvXsAUIf_o.png,0,0
1180,1930,./annot_2000_no_politics/Eyx5bDEU8AAvFwr.jpg,0,0
1181,1553,./annot_2000_no_politics/EfuoJl5XgAASR3_.jpg,0,0
1182,1265,./annot_2000_no_politics/Egk1JW7XkAE7M2v.jpg,1,0
1183,2734,./annot_3000_hate/Ef_skTtWkAEpsfp.jpg,0,0
1184,287,./annot_3000_hate/EpXMpI-WEAEhbyO.jpg,0,0
1185,1050,./annot_2000_no_politics/EgLz-x8XsAIax9Q.jpg,0,0
1186,404,./annot_3000_hate/EQC8wt1XkAIXtRi.jpg,0,0
1187,510,./annot_3000_hate/EREftj1WoAAYHEq.jpg,0,0
1188,590,./annot_2000_no_politics/Ex7U-SSXAAAIE9O.jpg,0,0
1189,728,./annot_2000_no_politics/EUiXWFoWkAANFd9.jpg,0,0
1190,1179,./annot_3000_hate/Eehz5QVXoAAdi_1.jpg,0,0
1191,1484,./annot_2000_no_politics/EzvyU4bXIAANhNT.png,0,0
1192,2254,./annot_3000_hate/EfdTbLfU8AAR7NM.jpg,0,0
1193,448,./annot_3000_hate/EV-lH0dXkAEB1Mn.jpg,0,0
1194,897,./annot_3000_hate/Ef1T_pcXoAA31ha.jpg,0,0
1195,1884,./annot_3000_hate/EpoOkhFXMAAifoO.jpg,0,0
1196,127,./annot_3000_hate/EubxVVbXUAAsDvE.jpg,0,0
1197,1836,./annot_2000_no_politics/EV_hQDeXgAAlfa_.jpg,0,0
1198,2792,./annot_3000_hate/EeiEM0gU0AA4Yx_.jpg,0,0
1199,2461,./annot_3000_hate/EewJTw-UYAAjGM8.jpg,0,0
1200,1415,./annot_2000_no_politics/EtvUCzUXcAUmstN.jpg,0,0
1201,1353,./annot_2000_no_politics/EfuVpMhXkAAuOVd.jpg,0,0
1202,1079,./annot_2000_no_politics/EWYnVIbWkAAsate.jpg,1,0
1203,456,./annot_2000_no_politics/EtfOzvnXUAQbDNy.jpg,0,0
1204,1926,./annot_3000_hate/Et0NL4BWQAATbKp.jpg,1,0
1205,307,./annot_2000_no_politics/EyD0ljtWEAAhlNV.jpg,0,0
1206,2466,./annot_3000_hate/EtQtOE7WYAEErDL.jpg,0,0
1207,2791,./annot_3000_hate/Eo9RwbrVgA4DiHW.jpg,0,0
1208,1278,./annot_3000_hate/EfUC5_UU0AAepD0.jpg,0,0
1209,2708,./annot_3000_hate/EehVh7PX0AYsL1a.jpg,0,0
1210,1605,./annot_3000_hate/EuSC31JUUAAdOyn.jpg,0,0
1211,94,./annot_2000_no_politics/Ep1jn2wXIAIvE2h.jpg,0,0
1212,1077,./annot_2000_no_politics/EfnpYhAXoAAH8Uj.jpg,0,0
1213,920,./annot_3000_hate/Et_lGL3UUAA3k-E.jpg,0,0
1214,2134,./annot_3000_hate/EewPS_7XkAANnpw.jpg,1,0
1215,421,./annot_2000_no_politics/EpWcSz0VQAAisR6.jpg,0,0
1216,391,./annot_3000_hate/Ef311xdXoAMcqMS.jpg,1,0
1217,1001,./annot_2000_no_politics/EoWB7BdWEAMoEEh.jpg,1,0
1218,2660,./annot_3000_hate/EpFtjWRW8AAdzz7.jpg,0,0
1219,1576,./annot_3000_hate/EfL-b9mVoAAscia.jpg,0,0
1220,1344,./annot_2000_no_politics/EyhkqqWVoAQ6WUI.jpg,1,0
1221,2359,./annot_3000_hate/EesH-hWXoAQIw53.jpg,0,0
1222,875,./annot_3000_hate/EU9HLKRWAAA8ETg.jpg,0,0
1223,1790,./annot_3000_hate/EedhSUqXoAAi9LM.jpg,0,0
1224,2453,./annot_3000_hate/EogHfVjU8AEeBK5.jpg,0,0
1225,1770,./annot_3000_hate/EgMm7ZTXoAA4Npv.jpg,0,0
1226,1720,./annot_2000_no_politics/EeZZtwAUwAImqkZ.jpg,0,0
1227,351,./annot_3000_hate/EQhlFp6U0AAYJnu.jpg,0,0
1228,2581,./annot_3000_hate/EqNvxFvXIAQpAHW.jpg,0,0
1229,1420,./annot_3000_hate/EVF1ynVUYAESwqM.jpg,0,0
1230,630,./annot_3000_hate/EWDoEZrU0AA-Q-r.jpg,0,0
1231,2199,./annot_3000_hate/EUziBBuXgAIxXMF.jpg,0,0
1232,1500,./annot_3000_hate/EUfFKvsXkAA3jrd.jpg,0,0
1233,750,./annot_2000_no_politics/Ep-_-a8UYAE20Q9.jpg,0,0
1234,2072,./annot_3000_hate/EfTFJE_UEAEhsGp.jpg,0,0
1235,67,./annot_3000_hate/EVQi0R_XsAcm3jY.jpg,0,0
1236,2073,./annot_3000_hate/Ef3nbuMUMAECGMb.jpg,0,0
1237,1333,./annot_2000_no_politics/EuAIPpvU0AIVJeL.jpg,0,0
1238,1774,./annot_3000_hate/EV4kWzzUwAEzPLL.jpg,0,0
1239,1808,./annot_2000_no_politics/EV5PzQXUwAExYtb.jpg,1,0
1240,959,./annot_3000_hate/EfGDaCNXkAQbN0d.jpg,1,0
1241,1979,./annot_3000_hate/EfeYS35WsAAsYXY.jpg,0,0
1242,2702,./annot_3000_hate/EtQJZlKVoAEmQDM.jpg,1,0
1243,2515,./annot_3000_hate/EPvknKhU8AE9PZj.jpg,0,0
1244,573,./annot_3000_hate/EzOcbQqVgAQqqJs.jpg,0,0
1245,1279,./annot_3000_hate/Ef4TWY8U0AAhFXZ.jpg,0,0
1246,2476,./annot_3000_hate/Eo-OLQOVEAAe4I1.jpg,0,0
1247,1327,./annot_2000_no_politics/EtOuLASXUAA0pgz.jpg,0,0
1248,2133,./annot_3000_hate/Egsj-zMUMAAb7MN.jpg,1,0
1249,1808,./annot_3000_hate/EVnDF6IXgAAha5n.jpg,0,0
1250,725,./annot_3000_hate/EWaeVmGVcAEd1Rr.jpg,1,0
1251,2374,./annot_3000_hate/EQ1kjktXkAMisbi.jpg,0,0
1252,2756,./annot_3000_hate/EeXjQXyVAAElhtB.png,0,0
1253,2555,./annot_3000_hate/EecSs_iXYAMiqe9.jpg,0,0
1254,80,./annot_3000_hate/EgTTxUuWkAkxkbw.jpg,0,0
1255,1943,./annot_2000_no_politics/EUyqcguXQAEJOj3.jpg,0,0
1256,482,./annot_3000_hate/EgD9pi_XgAc00RU.jpg,1,0
1257,72,./annot_3000_hate/EyHvrVTVgAU5tvt.jpg,0,0
1258,1886,./annot_2000_no_politics/Eu4cYpSWQAAMWAX.jpg,0,0
1259,1129,./annot_3000_hate/EWaTEurU4AAur6S.jpg,0,0
1260,1701,./annot_3000_hate/Ep_em9TXMAIk-lx.jpg,0,0
1261,420,./annot_3000_hate/EojsQbWW4AAuLWw.jpg,0,0
1262,2482,./annot_3000_hate/EUzvyqOU0AY7TS6.jpg,0,0
1263,1341,./annot_2000_no_politics/EtZTA0rWgAIm7UY.jpg,1,0
1264,1655,./annot_3000_hate/EgJ8TR2WsAUwzDb.jpg,1,0
1265,71,./annot_3000_hate/EQn4TbbUwAExGcT.jpg,0,0
1266,691,./annot_3000_hate/EQCuS2mWoAE8txD.jpg,0,0
1267,203,./annot_3000_hate/Et5uOE-VoAMSnB-.jpg,0,0
1268,595,./annot_2000_no_politics/EyuL0P9U8AA1hdp.jpg,0,0
1269,1007,./annot_2000_no_politics/EUou2MRWsAAHYig.jpg,1,0
1270,196,./annot_2000_no_politics/EWlO-NqUcAAg-1-.jpg,1,0
1271,1233,./annot_2000_no_politics/Eui2PtqXUAAk__k.png,0,0
1272,876,./annot_3000_hate/EWjVKf-VcAAvoMe.jpg,1,0
1273,2512,./annot_3000_hate/EoaA3-7XUAQJ3J4.jpg,0,0
1274,1584,./annot_2000_no_politics/Epju6MgVoAED70O.jpg,0,0
1275,15,./annot_3000_hate/EyA356YWYAIcBkb.jpg,0,0
1276,792,./annot_2000_no_politics/EVb3QOXXsAgBq9w.jpg,0,0
1277,1004,./annot_3000_hate/EzPtzJXVoAg1zN-.jpg,0,0
1278,1253,./annot_2000_no_politics/EQbh2bGXkAAH_qZ.jpg,0,0
1279,2257,./annot_3000_hate/EeeLDLiU4AANQx2.jpg,0,0
1280,2395,./annot_3000_hate/EQDystqVAAE5unD.jpg,0,0
1281,96,./annot_3000_hate/EPuxXxHXUAAyguV.jpg,0,0
1282,1037,./annot_2000_no_politics/EWbOdOSXYAAlTLo.jpg,0,0
1283,1792,./annot_2000_no_politics/ERFFCStWkAAxCiL.png,0,0
1284,1581,./annot_2000_no_politics/EVg--AzXYAMrfg4.jpg,0,0
1285,878,./annot_3000_hate/EWhjjqFWoAAPMQO.jpg,1,0
1286,345,./annot_2000_no_politics/EQDcmCWXsAENWOn.jpg,0,0
1287,1435,./annot_2000_no_politics/Eeq3md7VAAEeFH-.jpg,0,0
1288,2779,./annot_3000_hate/EUxWEwtUwAAff6z.jpg,0,0
1289,47,./annot_2000_no_politics/EVpROlgX0AITodw.jpg,0,0
1290,357,./annot_2000_no_politics/EVKmdTqVAAAR-zu.jpg,0,0
1291,1417,./annot_3000_hate/EWObWb0XkAAZIE5.jpg,0,0
1292,52,./annot_3000_hate/EeT3AmgUMAAvxeL.jpg,0,0
1293,376,./annot_2000_no_politics/EuP1AmTWgAIxO0t.png,0,0
1294,2050,./annot_3000_hate/EVC3bZ_XQAEDBWr.png,0,0
1295,849,./annot_2000_no_politics/EuRGa_JXMAA_voB.jpg,0,0
1296,1122,./annot_2000_no_politics/Eok-WVzXEAEYDgh.jpg,1,0
1297,1986,./annot_3000_hate/EehKIFgXoAAQHVp.jpg,0,0
1298,1002,./annot_3000_hate/EvFCYxnXYBAQKac.png,0,0
1299,99,./annot_3000_hate/EfQ3cLMUYAA9yvv.jpg,0,0
1300,46,./annot_2000_no_politics/EgZOLg2X0AEQ3xN.png,0,0
1301,1324,./annot_2000_no_politics/Ef1lZ_zUYAI5YeA.jpg,0,0
1302,1418,./annot_2000_no_politics/Eo1ZcBSXUAAYOcJ.jpg,0,0
1303,884,./annot_2000_no_politics/EvCzH_NXMAIPsKB.jpg,1,0
1304,658,./annot_3000_hate/Ee7-t0jX0AEtGSC.jpg,0,0
1305,1036,./annot_3000_hate/EWgCA8cWsAAXqHk.jpg,1,0
1306,382,./annot_3000_hate/Ezrv0ndX0AMwFuL.jpg,0,0
1307,1098,./annot_2000_no_politics/EgOenIGUEAE_Ln1.jpg,0,0
1308,1860,./annot_3000_hate/E0HOagNXMAAMkXN.jpg,1,0
1309,1952,./annot_2000_no_politics/EWRd4VkWsAMZRrZ.jpg,0,0
1310,2542,./annot_3000_hate/Ez0e5vsWQAIJ-SR.jpg,1,0
1311,1385,./annot_2000_no_politics/EWK7ZHVXkAAsCD5.jpg,0,0
1312,806,./annot_2000_no_politics/Eoz_AKfU0AA510Q.jpg,0,0
1313,2372,./annot_3000_hate/EVTCoDcWsAA07au.jpg,1,0
1314,931,./annot_2000_no_politics/EeUtAcwX0AAGwXf.jpg,0,0
1315,389,./annot_3000_hate/EtaDaYfUcAEJFNN.jpg,0,0
1316,217,./annot_3000_hate/EUwacVyVAAAgFwv.jpg,0,0
1317,2603,./annot_3000_hate/EoViDlKXUAAuZF2.jpg,0,0
1318,925,./annot_2000_no_politics/EpszjuxWwAEBByC.jpg,0,0
1319,484,./annot_2000_no_politics/EgbhEyUWAAAsOCk.jpg,0,0
1320,488,./annot_2000_no_politics/EoubNHrVQAIcIq-.jpg,1,0
1321,2818,./annot_3000_hate/EWaP05rWoAIFlXX.jpg,1,0
1322,1698,./annot_3000_hate/EWjVJVmWkAM4cgt.jpg,1,0
1323,1202,./annot_3000_hate/EUnqQlgWsAAILoe.png,0,0
1324,2441,./annot_3000_hate/EuPjuL4XEAEDkgQ.jpg,1,0
1325,2883,./annot_3000_hate/Eqb2POGW8AA1OCa.jpg,0,0
1326,216,./annot_2000_no_politics/EeXkTZoUYAAhgVE.jpg,0,0
1327,267,./annot_3000_hate/EQbSdxZWsAAn7Nv.jpg,0,0
1328,1148,./annot_2000_no_politics/EoT1vL6WMAAMtni.jpg,1,0
