id,img,label,pred_gv,pred_cl,pred_da,pred_amz,pred_total
666,./annot_3000_hate/Et35iqKXAAYck5I.jpg,0,0,0,0,0,0
666,./annot_2000_no_politics/Eo_T04GXIAcavgg.jpg,1,0,0,0,0,0
667,./annot_3000_hate/Eyx2onWUUAEZOC0.jpg,0,0,0,0,0,0
667,./annot_2000_no_politics/EUweF_eU0AErEv4.jpg,0,0,0,0,0,0
668,./annot_2000_no_politics/Eqb2POGW8AA1OCa.jpg,0,0,0,0,0,0
668,./annot_3000_hate/EfkA6KuX0AIgFYH.jpg,1,0,0,0,0,0
669,./annot_3000_hate/EgskiaUWAAYisBx.jpg,0,0,0,0,0,0
669,./annot_2000_no_politics/EPvFyJPW4AEvh7c.jpg,0,0,0,0,0,0
670,./annot_3000_hate/EoZn72SXIAAFG0c.jpg,0,0,0,0,0,0
670,./annot_2000_no_politics/EykQ_srXEAAaGKg.jpg,0,0,0,0,0,0
671,./annot_2000_no_politics/EgZcF5SU0AAPRDF.jpg,0,0,0,0,0,0
671,./annot_3000_hate/EVD4xfzUwAA7pPG.jpg,0,0,0,0,0,0
672,./annot_3000_hate/ERYV42HUYAA1Td-.jpg,0,0,0,0,1,1
672,./annot_2000_no_politics/EQQHe8JU8AIF-KS.jpg,1,0,0,0,0,0
673,./annot_3000_hate/Ep77AzcXUAEBEPx.jpg,1,0,0,0,0,0
673,./annot_2000_no_politics/EzmVa-jVkAMroO1.jpg,0,0,0,0,0,0
674,./annot_2000_no_politics/EtbtC4BXMAQvGQP.jpg,0,0,0,0,0,0
674,./annot_3000_hate/EorZIJsXcAA7PGl.jpg,0,0,0,0,0,0
675,./annot_2000_no_politics/EfGxdWTWoAg71WS.jpg,0,0,0,0,0,0
675,./annot_3000_hate/EPxPJDuW4AATDhm.jpg,0,1,0,0,0,1
676,./annot_3000_hate/EVXIrK5WoAAsZHz.jpg,0,0,0,0,0,0
676,./annot_2000_no_politics/EeWRRYSWAAA-2BW.jpg,0,0,0,0,0,0
677,./annot_3000_hate/EtlMtBFWQAASksz.jpg,0,0,0,0,0,0
677,./annot_2000_no_politics/Ez29UkVUUAQu3mB.jpg,0,0,0,0,0,0
678,./annot_3000_hate/Eet135hU0AA2jYc.jpg,1,0,0,0,0,0
678,./annot_2000_no_politics/EWRU6cvUcAAI-ad.jpg,1,0,0,0,0,0
679,./annot_3000_hate/EVhGjg1U4AICsLz.jpg,0,0,0,0,0,0
679,./annot_2000_no_politics/ERoDQlsUEAAwZeZ.jpg,1,0,0,0,0,0
680,./annot_2000_no_politics/EPw6lDzVAAA2KVl.jpg,0,0,0,0,0,0
680,./annot_3000_hate/Eoa5KKMWMAYdRFh.jpg,0,0,0,0,0,0
681,./annot_3000_hate/Eo0F2vvWMAAe2JU.jpg,0,0,0,0,0,0
681,./annot_2000_no_politics/EozI2zbXcAA1KSi.jpg,0,1,0,0,0,1
682,./annot_2000_no_politics/EQdJ5UpXsAAPSjD.jpg,0,0,0,0,0,0
682,./annot_3000_hate/Egr_gTfWAAE3zgD.jpg,0,0,0,0,0,0
683,./annot_3000_hate/EtujemyWYAM9qrE.jpg,0,0,0,0,0,0
683,./annot_2000_no_politics/EyrcaheU4Acrw3v.jpg,0,0,0,0,0,0
684,./annot_2000_no_politics/EQbKeDOUYAMMhYM.jpg,0,0,0,0,0,0
684,./annot_3000_hate/EVcSu31X0AAA2wJ.jpg,0,0,0,0,0,0
685,./annot_2000_no_politics/EzOiLYqVkAU03lz.jpg,0,0,0,0,0,0
685,./annot_3000_hate/EfNO4B-UYAE5U8v.jpg,0,0,1,0,0,1
686,./annot_2000_no_politics/E0Hf6iwVEAEjrRw.jpg,0,0,0,0,0,0
686,./annot_3000_hate/EU7g95LXgAAXcpa.jpg,1,0,0,0,0,0
687,./annot_2000_no_politics/Et8D4JfWYAUIU28.png,0,0,0,0,0,0
687,./annot_3000_hate/EffX0jJUMAAceMk.jpg,0,0,0,0,0,0
688,./annot_2000_no_politics/EutSFnuXIAIGWHg.jpg,1,0,0,0,0,0
688,./annot_3000_hate/EfIv8NYX0AE3eyF.jpg,1,0,0,0,0,0
689,./annot_2000_no_politics/EQSiuvmXkBA-kZY.jpg,0,0,0,0,0,0
689,./annot_3000_hate/EWacNKLXkAIHBYA.png,0,0,0,0,0,0
690,./annot_2000_no_politics/EoYGL7qXEAI-K1i.jpg,0,0,0,0,0,0
690,./annot_3000_hate/EoRW-SEXEAQhZQh.jpg,1,0,0,0,0,0
691,./annot_3000_hate/EQCuS2mWoAE8txD.jpg,0,0,0,0,0,0
691,./annot_2000_no_politics/EtOBV46XcAAQfz7.jpg,0,0,0,0,0,0
692,./annot_2000_no_politics/EyG9N7TVoAALRN3.jpg,0,0,0,0,0,0
692,./annot_3000_hate/EWyOnWyWsAQzdQD.jpg,0,0,0,0,0,0
693,./annot_3000_hate/EWVBGe8XsAEKp-X.png,0,0,0,0,0,0
693,./annot_2000_no_politics/EplvPLoWwAETmx3.jpg,0,0,0,0,0,0
694,./annot_3000_hate/Ep8N5geWMAAFugc.jpg,0,0,0,0,0,0
694,./annot_2000_no_politics/ERcSFFVVAAIT8gx.png,0,0,0,0,0,0
695,./annot_3000_hate/EvKlze1WYAssLDh.jpg,1,0,0,0,0,0
695,./annot_2000_no_politics/EfUoFRoXYAAvvuS.jpg,1,0,0,0,0,0
696,./annot_2000_no_politics/EyOTKwQVoAEj3vg.jpg,0,0,0,0,0,0
696,./annot_3000_hate/EgFBE96U0AAejTH.jpg,1,0,0,0,0,0
697,./annot_2000_no_politics/EqBJ9MvXAAMp9Dy.jpg,0,0,0,0,0,0
697,./annot_3000_hate/Ep3d9vHWMAMgzXi.jpg,0,0,0,0,0,0
698,./annot_2000_no_politics/EygPEi1UcAMFclE.jpg,0,0,0,0,0,0
698,./annot_3000_hate/EfbiYPAXkAAqCTD.jpg,0,0,0,0,0,0
699,./annot_2000_no_politics/EUnOWVqVAAAR4gq.jpg,1,0,0,0,0,0
699,./annot_3000_hate/EUxQz8wUcAAJecV.jpg,0,0,0,0,0,0
700,./annot_3000_hate/EUhOG2TWsAEwQRY.png,0,0,0,0,0,0
700,./annot_2000_no_politics/EzmlYNZXIAU0MiT.jpg,1,0,0,0,0,0
701,./annot_3000_hate/Egq6-DDXYAED5u4.jpg,1,0,0,0,0,0
701,./annot_2000_no_politics/EocLm1EXUAAZWEr.jpg,1,0,0,0,0,0
702,./annot_2000_no_politics/EyNO_X9XIAIoPSd.jpg,0,0,0,0,0,0
702,./annot_3000_hate/EowPKjfXEAcybp3.jpg,0,0,0,0,0,0
703,./annot_3000_hate/Eqfc-1ZVkAEmMco.jpg,1,0,0,0,0,0
703,./annot_2000_no_politics/Eu9WxduXYAM9wiX.jpg,0,0,0,0,0,0
704,./annot_3000_hate/EWZe06iXgAEK2mN.png,1,0,0,0,0,0
704,./annot_2000_no_politics/EUlYrgdVAAAcUrA.jpg,0,0,0,0,0,0
705,./annot_2000_no_politics/EV_uz1mXYAE7v4Q.jpg,0,0,0,0,0,0
705,./annot_3000_hate/EpHgX1kW8AAAkm5.jpg,0,0,0,0,0,0
706,./annot_3000_hate/EeUtAcwX0AAGwXf.jpg,0,1,0,0,0,1
706,./annot_2000_no_politics/Ep_FNrsUUAEjEN9.jpg,1,0,0,0,0,0
707,./annot_3000_hate/ERQHQjlWAAcVqwS.jpg,0,0,0,0,0,0
707,./annot_2000_no_politics/EpsVW4ZWwAEdCYC.jpg,0,0,0,0,0,0
708,./annot_2000_no_politics/EVKnuK2UUAAjfHl.jpg,1,1,0,0,0,1
708,./annot_3000_hate/Ep3Ly3SWwAIGGzm.jpg,0,0,0,0,0,0
709,./annot_3000_hate/EQYLx53WAAA6Aho.jpg,0,0,0,0,0,0
709,./annot_2000_no_politics/EpVBC7XU8AE90xv.jpg,0,1,0,0,0,1
710,./annot_2000_no_politics/Eo6YIJaXYAI9S7N.jpg,1,0,0,0,0,0
710,./annot_3000_hate/Ee-1n5-WkAAf_Gc.jpg,0,0,0,0,0,0
711,./annot_3000_hate/EWc7_drWkAUMVhV.jpg,1,0,0,0,0,0
711,./annot_2000_no_politics/EU6OcGjXgAAMoCE.jpg,0,0,0,0,0,0
712,./annot_3000_hate/EpH6GNFW4AA5d35.png,0,0,0,0,0,0
712,./annot_2000_no_politics/EgAH8yEWsAAK1z-.jpg,0,0,0,0,0,0
713,./annot_2000_no_politics/Ezwxpa2WUAIFNQ2.jpg,0,0,0,0,0,0
713,./annot_3000_hate/EyIwasjWgAg-dtW.jpg,0,0,0,0,0,0
714,./annot_2000_no_politics/EVpE-3tUEAE-0UQ.jpg,0,0,0,0,0,0
714,./annot_3000_hate/EqM-1qIXIAchwE-.jpg,1,0,0,0,0,0
715,./annot_3000_hate/EWdR-e8XQAAD4bp.jpg,0,0,0,0,0,0
715,./annot_2000_no_politics/Efg7ELcXgAM13B7.jpg,0,0,0,0,0,0
716,./annot_3000_hate/Eo771GDXIAAIhRy.jpg,0,0,0,0,0,0
716,./annot_2000_no_politics/EQA3yg6UcAAGZoL.jpg,0,0,0,0,0,0
717,./annot_2000_no_politics/EeYSHwAWsAA8N6z.jpg,1,0,0,0,0,0
717,./annot_3000_hate/Eo1HzXcXYAA9rMH.jpg,0,0,0,0,0,0
718,./annot_2000_no_politics/EoHsbfqUUAInFyQ.jpg,1,0,0,0,0,0
718,./annot_3000_hate/ERC-lWwU8AA3vvc.jpg,0,0,0,0,0,0
719,./annot_3000_hate/EqYAcw9W4AAcOpq.jpg,0,0,0,0,0,0
719,./annot_2000_no_politics/EVXYkh-WoAEkrf_.jpg,0,0,0,0,0,0
720,./annot_2000_no_politics/Eu3Gf9iXcAALcAw.jpg,0,0,0,0,0,0
720,./annot_3000_hate/EWYvTzDWAAI5V96.jpg,0,0,0,0,0,0
721,./annot_3000_hate/EeXaVThU4AA1i55.jpg,0,0,0,0,0,0
721,./annot_2000_no_politics/Ep7ER9LW8AAb1wO.jpg,1,0,0,0,0,0
722,./annot_2000_no_politics/ERDWtP3UwAAfSLg.jpg,1,0,0,0,0,0
722,./annot_3000_hate/EoWCDdyXEAAnkj6.jpg,0,0,0,0,0,0
723,./annot_2000_no_politics/EoyyrF8XUAMmjX9.jpg,0,0,0,0,0,0
723,./annot_3000_hate/EUu44zjUwAE91HD.jpg,1,0,0,0,0,0
724,./annot_2000_no_politics/EV-tVCUVcAMu6HW.jpg,0,0,0,0,0,0
724,./annot_3000_hate/EVrPQeaXQAIK1KV.jpg,1,0,0,0,0,0
725,./annot_3000_hate/EWaeVmGVcAEd1Rr.jpg,1,0,0,0,0,0
725,./annot_2000_no_politics/Ef4nlvoX0AAEGPF.jpg,1,0,0,0,0,0
726,./annot_2000_no_politics/EzRDc-FUUAAEXZn.jpg,1,0,0,0,0,0
726,./annot_3000_hate/EehaOWoXkAAZufF.jpg,0,0,0,0,0,0
727,./annot_3000_hate/Efduu13XYAA99uT.jpg,0,0,0,0,0,0
727,./annot_2000_no_politics/EpSu51NVQAA-osx.jpg,0,0,0,0,0,0
728,./annot_3000_hate/EqR1HNFVEAUkdc4.jpg,0,0,0,0,0,0
728,./annot_2000_no_politics/EUiXWFoWkAANFd9.jpg,0,0,0,0,0,0
729,./annot_3000_hate/EfgmdqVU8AMQ5h2.jpg,0,0,0,0,0,0
729,./annot_2000_no_politics/EyAe1V1WYAIwypX.jpg,0,0,0,0,0,0
730,./annot_3000_hate/EfJPTWUUwAI7bXF.jpg,1,0,0,0,0,0
730,./annot_2000_no_politics/EgI_RkjWsAAZCL_.jpg,1,0,0,0,0,0
731,./annot_2000_no_politics/EoRwbnOXYAEUKwE.jpg,0,0,0,0,0,0
731,./annot_3000_hate/EgTnfr_XsAEOtcB.jpg,0,0,0,0,0,0
732,./annot_3000_hate/EpJn7o8WMAIQz_l.jpg,0,0,0,0,0,0
732,./annot_2000_no_politics/EQakwcXVAAAPSHg.jpg,0,0,0,0,0,0
733,./annot_2000_no_politics/EREtLlxX0AEtUA2.jpg,0,0,0,0,0,0
733,./annot_3000_hate/EQqP74-XsAAQe7z.jpg,1,0,0,0,0,0
734,./annot_2000_no_politics/EUw3WIjXgAACtYP.jpg,1,0,0,0,0,0
734,./annot_3000_hate/E0Gp7svUcAIATPt.jpg,0,0,0,0,0,0
735,./annot_2000_no_politics/EzUNjDoVUAUNO_G.jpg,0,0,0,0,0,0
735,./annot_3000_hate/EeazMPpUEAEUlT-.jpg,0,0,0,0,0,0
736,./annot_3000_hate/EWkePoRXkAAYmLQ.jpg,1,0,0,0,0,0
736,./annot_2000_no_politics/EQoi5ICUUAAUDeL.jpg,0,0,0,0,0,0
737,./annot_2000_no_politics/EfuQDuuU4AEewDw.jpg,1,0,0,0,0,0
737,./annot_3000_hate/EvQEnk9XIBcmFVe.jpg,0,0,0,0,0,0
738,./annot_3000_hate/EQTIpijWsAQJRzC.jpg,0,0,0,0,0,0
738,./annot_2000_no_politics/E0KvNiSVIAQ4vZR.jpg,1,0,0,0,0,0
739,./annot_3000_hate/EygfSvgXAAAT_mZ.jpg,0,0,0,0,0,0
739,./annot_2000_no_politics/EWeRAEiWkAMyEZW.jpg,0,0,0,0,0,0
740,./annot_2000_no_politics/Eu4cgc9XAAEs192.jpg,0,0,0,0,0,0
740,./annot_3000_hate/Eo5p4khXMAEVnd2.jpg,0,0,0,0,0,0
741,./annot_3000_hate/EWe34mjWAAAKt9A.jpg,0,0,0,0,0,0
741,./annot_2000_no_politics/EVrtrf9WsAI7ZZ4.jpg,0,0,0,0,0,0
742,./annot_2000_no_politics/EeV3k3rXgAI8NmT.jpg,1,0,0,0,0,0
742,./annot_3000_hate/EprSl8UXcAEIJQf.jpg,0,0,0,0,0,0
743,./annot_3000_hate/EUpOk1cWkAAK8IM.jpg,0,0,0,0,0,0
743,./annot_2000_no_politics/EVL-rT4WsAM96Mu.jpg,0,0,0,0,0,0
744,./annot_2000_no_politics/EoScEwLUYAE06vr.jpg,1,0,0,0,0,0
744,./annot_3000_hate/EelqeJFWAAMLk4V.jpg,0,0,0,0,0,0
745,./annot_2000_no_politics/EpXblRPXMAEt_LH.jpg,0,0,0,0,0,0
745,./annot_3000_hate/EfIUPhJU0AE1Wij.jpg,0,0,0,0,0,0
746,./annot_2000_no_politics/EpYIt50XEAYyAz6.jpg,0,0,0,0,0,0
746,./annot_3000_hate/Ee-wElnX0AIjB6D.jpg,0,0,0,0,0,0
747,./annot_3000_hate/EfCaNFDXgAAvQnu.jpg,1,0,0,0,0,0
747,./annot_2000_no_politics/EounHfKW4AAYST7.jpg,0,0,0,0,0,0
748,./annot_3000_hate/EfmIxOFXgAM9xEe.png,0,0,0,0,0,0
748,./annot_2000_no_politics/Ex5aLhzW8AII8e_.jpg,1,0,0,0,0,0
749,./annot_3000_hate/EeaFgdIWsAAsM-c.jpg,0,0,0,0,0,0
749,./annot_2000_no_politics/EVTi3WRUEAMpk-_.jpg,1,0,0,0,0,0
750,./annot_3000_hate/ERIbgHbW4AEBV9z.jpg,0,0,0,0,0,0
750,./annot_2000_no_politics/Ep-_-a8UYAE20Q9.jpg,0,0,0,0,0,0
751,./annot_2000_no_politics/EUoS4AcU0AAwIyk.jpg,0,0,0,0,0,0
751,./annot_3000_hate/EtaMFP3VoAAFFpi.jpg,0,0,0,0,0,0
752,./annot_3000_hate/EUxt3pHWAAE6D0m.jpg,0,1,0,0,0,1
752,./annot_2000_no_politics/EoKD7xzW8AA0QwB.jpg,0,0,0,0,0,0
753,./annot_2000_no_politics/EumWGZ-XIAA912m.jpg,0,1,0,0,0,1
753,./annot_3000_hate/EWnpUcFWkAAjzvn.png,1,0,0,0,0,0
754,./annot_3000_hate/EokOwb0XYAACyee.jpg,0,0,0,0,0,0
754,./annot_2000_no_politics/E0Inw8kXIAEtx29.png,0,0,0,0,0,0
755,./annot_2000_no_politics/EzWNbBPVcAsnDLJ.jpg,0,0,0,0,0,0
755,./annot_3000_hate/Ex2pcr4WgAcUfTW.jpg,0,0,0,0,0,0
756,./annot_2000_no_politics/EyFTTQHXEAAFae7.jpg,0,0,0,0,0,0
756,./annot_3000_hate/Efk7Y_OVoAAtLSo.jpg,0,0,0,0,0,0
757,./annot_3000_hate/EUjRqhDWsAEYCAh.jpg,0,0,0,0,0,0
757,./annot_2000_no_politics/Eea1pIpU4AM8Ngu.jpg,1,0,0,0,0,0
758,./annot_3000_hate/EgHh082WkAEP_eR.jpg,0,0,0,0,0,0
758,./annot_2000_no_politics/Ef34-qHU4AA4Xbd.jpg,0,0,0,0,0,0
759,./annot_3000_hate/EtsvAtGXMAAtAt4.jpg,1,0,0,0,0,0
759,./annot_2000_no_politics/EV7q_Z_XsAAq4SZ.jpg,0,0,0,0,0,0
760,./annot_2000_no_politics/Eu18o5SXEAciO4N.jpg,0,0,0,0,0,0
760,./annot_3000_hate/EWaj1SRWkAAs5_P.jpg,1,0,0,0,0,0
761,./annot_2000_no_politics/EfFGh5UVAAEtZdE.jpg,0,0,0,0,0,0
761,./annot_3000_hate/Eugb2vTXEAAhonA.jpg,0,0,0,0,0,0
762,./annot_3000_hate/EVqJngwU4AET78m.jpg,0,0,0,0,0,0
762,./annot_2000_no_politics/EobNDNBUYAAxjwx.jpg,0,0,0,0,0,0
763,./annot_2000_no_politics/ERLAQNvXkAAKLYr.png,0,0,0,0,0,0
763,./annot_3000_hate/EgV9AbHWkAAe-hk.jpg,1,0,0,1,0,1
764,./annot_3000_hate/EuC6VcCXYAYdURa.jpg,1,0,0,0,0,0
764,./annot_2000_no_politics/ERMce4JWsAAka8H.jpg,0,0,0,0,0,0
765,./annot_3000_hate/EoSGFp4XUAMd2Q2.jpg,1,0,0,0,0,0
765,./annot_2000_no_politics/Eel76miVAAAfS0S.jpg,0,0,0,0,0,0
766,./annot_2000_no_politics/EWYweYDUcAAwGHE.jpg,0,0,0,0,0,0
766,./annot_3000_hate/Eo-AXSLWMAErmCx.jpg,0,0,0,0,0,0
767,./annot_3000_hate/EQayN7sWsAAOjLI.jpg,0,0,0,0,0,0
767,./annot_2000_no_politics/EyqwQelXMAYtubu.jpg,1,0,0,0,0,0
768,./annot_2000_no_politics/Efi2STsU0AIRQNK.jpg,0,0,0,0,0,0
768,./annot_3000_hate/EP7Jp5PUYAEB5Af.jpg,0,0,0,0,0,0
769,./annot_2000_no_politics/Epj_gWsVEAErl60.jpg,0,0,0,0,0,0
769,./annot_3000_hate/EpFMNYiUwAUBfhD.jpg,1,0,0,0,0,0
770,./annot_3000_hate/EeqRiH4WAAYgQZX.jpg,1,0,0,0,0,0
770,./annot_2000_no_politics/Egn_QD-WsAE3skb.jpg,0,0,0,0,0,0
771,./annot_3000_hate/EQCNnxqUEAA4XS1.jpg,0,1,0,0,0,1
771,./annot_2000_no_politics/EWO4jOqU8AABYMz.jpg,0,0,0,0,0,0
772,./annot_2000_no_politics/EVGSfr3UUAE9fqo.jpg,0,0,0,0,0,0
772,./annot_3000_hate/EgScbbvU4AANrNn.jpg,0,0,0,0,0,0
773,./annot_3000_hate/EWZzvlMUEAAW18u.jpg,1,0,0,0,0,0
773,./annot_2000_no_politics/EP9PgmwU4AAMEkd.jpg,1,0,0,0,0,0
774,./annot_2000_no_politics/Eo5gv49XIAM9CFy.jpg,0,0,0,0,0,0
774,./annot_3000_hate/EobmoBIXEAADJqh.jpg,0,0,0,0,0,0
775,./annot_3000_hate/EQALhfoUUAAbcal.png,0,0,0,0,0,0
775,./annot_2000_no_politics/EqGvIX6XIAExh-q.jpg,1,0,0,0,0,0
776,./annot_3000_hate/EemGC6aXkAAo4qF.jpg,0,0,0,0,0,0
776,./annot_2000_no_politics/EfE7t8hWsAM6IxF.jpg,0,0,0,0,0,0
777,./annot_3000_hate/Eu9y9a5WYAAbVqi.jpg,0,0,0,0,0,0
777,./annot_2000_no_politics/EQr2ZPVVUAALoc3.jpg,1,0,0,0,0,0
778,./annot_2000_no_politics/EyweZ4gXMAE8fTS.jpg,0,0,0,0,0,0
778,./annot_3000_hate/EU6SEqrUYAEWgiB.png,1,0,0,0,0,0
779,./annot_3000_hate/EyseHV5UYAcIguW.jpg,1,0,0,0,0,0
779,./annot_2000_no_politics/EeXJHbRUEAA3Ngt.jpg,0,0,0,0,0,0
780,./annot_2000_no_politics/Ez_i7SHUcAEhx68.jpg,0,0,0,0,0,0
780,./annot_3000_hate/EQIAllsVUAE_xOq.jpg,0,0,0,0,0,0
781,./annot_3000_hate/EfQO38aX0AE3xjK.jpg,0,0,0,1,0,1
781,./annot_2000_no_politics/EVpjqTQXQAA5hQD.jpg,0,0,0,0,0,0
782,./annot_2000_no_politics/EWECD1WWsAAgqVe.jpg,0,0,0,0,0,0
782,./annot_3000_hate/Epn99B1W8AE5Fy4.png,0,0,0,0,0,0
783,./annot_3000_hate/EUiHQLWUUAAwmpK.jpg,0,0,0,0,0,0
783,./annot_2000_no_politics/EVQUI4rUcAEvYxq.jpg,0,0,0,0,0,0
784,./annot_3000_hate/Ezrv2GAWYAUxFCd.jpg,0,0,0,0,0,0
784,./annot_2000_no_politics/EP7kwWFU4AAefNH.jpg,1,0,0,0,0,0
785,./annot_3000_hate/EPvuBwPUUAAZSOC.jpg,0,0,0,0,0,0
785,./annot_2000_no_politics/EgsD_3vU0AElcYR.jpg,0,0,0,0,0,0
786,./annot_3000_hate/EP2RYF2XsAMd9Bv.jpg,0,0,0,0,0,0
786,./annot_2000_no_politics/Et9J3rxXEAYCaNH.jpg,0,0,0,0,0,0
787,./annot_3000_hate/EQd8MV5U4AMsmuR.jpg,1,0,0,0,0,0
787,./annot_2000_no_politics/Et1dJ39XEAAwgtX.jpg,0,0,0,0,0,0
788,./annot_3000_hate/EowTL3bXYAEj4UY.jpg,0,0,0,0,0,0
788,./annot_2000_no_politics/EoLm_YXVgAEPdz_.jpg,0,0,0,0,0,0
789,./annot_2000_no_politics/EgPr_bEU8AMBQQg.jpg,0,0,0,0,0,0
789,./annot_3000_hate/EenG5r9WkA4naqk.jpg,1,0,0,0,0,0
790,./annot_3000_hate/Efx6AhEXoAEBIUK.jpg,1,0,0,0,0,0
790,./annot_2000_no_politics/EWEr1mFXgAAWwxD.jpg,1,0,0,0,0,0
791,./annot_3000_hate/Ef4ARgxVAAAeVI8.jpg,0,0,0,0,0,0
791,./annot_2000_no_politics/Efh3UG7VAAMwrKP.jpg,0,0,0,0,0,0
792,./annot_3000_hate/EU2j3sGWAAA1ES5.jpg,1,0,0,0,0,0
792,./annot_2000_no_politics/EVb3QOXXsAgBq9w.jpg,0,0,0,0,0,0
793,./annot_2000_no_politics/Eea2VF4WsAAwPLt.jpg,0,0,0,0,0,0
793,./annot_3000_hate/EWckSEqVAAAkClx.jpg,0,0,0,0,0,0
794,./annot_3000_hate/EUzMN7sXYAUGIJl.jpg,0,0,0,0,0,0
794,./annot_2000_no_politics/EWnVjRDUYAAvnXG.png,1,0,0,0,0,0
795,./annot_3000_hate/EgH7JS_XoAANwAa.jpg,0,0,0,0,0,0
795,./annot_2000_no_politics/EUlG6enUYAEzWGZ.jpg,0,0,0,0,0,0
796,./annot_3000_hate/EQ0oMyxXsAIVIx6.jpg,0,0,0,0,0,0
796,./annot_2000_no_politics/Ef4_1WNU0AAUd_K.jpg,0,0,0,0,0,0
797,./annot_3000_hate/EWU0gdDXQAIjVyc.jpg,0,1,0,0,0,1
797,./annot_2000_no_politics/EuiMWfDXYAUB7IW.jpg,0,0,0,0,0,0
798,./annot_2000_no_politics/EU5EKpsWkAAzixh.jpg,0,0,0,0,0,0
798,./annot_3000_hate/E0JRgF5X0As4IFE.jpg,0,1,0,0,0,1
799,./annot_2000_no_politics/Ef4TIbbUYAAM08l.jpg,0,0,0,0,0,0
799,./annot_3000_hate/EP_GI76UUAAIrEw.jpg,0,0,0,0,0,0
800,./annot_3000_hate/EVXihLHVAAAFfmC.jpg,0,0,0,0,0,0
800,./annot_2000_no_politics/EpklwMxVgAERr6O.jpg,1,0,0,0,0,0
801,./annot_2000_no_politics/Ezz1RQgX0AEcylX.jpg,0,0,0,0,0,0
801,./annot_3000_hate/EpUcBfYXUAIE6Nv.jpg,0,0,0,0,0,0
802,./annot_3000_hate/EgMw8LGXkAENLVn.jpg,1,0,0,0,0,0
802,./annot_2000_no_politics/EWjsll3VcAAzaK2.jpg,0,0,0,0,0,0
803,./annot_2000_no_politics/EfVEMJkUMAAUvzS.jpg,1,0,0,0,0,0
803,./annot_3000_hate/EoWbGBtXMAArRXG.jpg,0,0,0,0,0,0
804,./annot_3000_hate/EUrvXl5UwAAobzf.jpg,1,0,0,0,0,0
804,./annot_2000_no_politics/EVosLP4UwAs1ra-.jpg,1,0,0,0,0,0
805,./annot_2000_no_politics/EUkic7sXQAEESUK.jpg,0,0,0,0,0,0
805,./annot_3000_hate/EqFgzV0XIAE3Z5l.jpg,0,0,0,0,0,0
806,./annot_2000_no_politics/Eoz_AKfU0AA510Q.jpg,0,0,0,0,0,0
806,./annot_3000_hate/EfCrwh5XYAAdhhs.png,0,0,0,0,0,0
807,./annot_3000_hate/EyweZ4gXMAE8fTS.jpg,0,0,0,0,0,0
807,./annot_2000_no_politics/EujwxHxVgAEzglH.jpg,0,1,0,0,0,1
808,./annot_3000_hate/Ex7Gk9xW8AURXeu.jpg,0,1,0,0,0,1
808,./annot_2000_no_politics/EfOOOh5WoAMV8_b.jpg,0,0,0,0,0,0
809,./annot_2000_no_politics/EugarjXUYAAKdsB.jpg,0,0,0,0,0,0
809,./annot_3000_hate/EfB8H3-UwAILIff.jpg,0,0,0,0,0,0
810,./annot_2000_no_politics/EPuF_WDU8AAASZ5.jpg,0,0,0,0,0,0
810,./annot_3000_hate/EWDFRZuXYAEWnu9.jpg,0,0,0,0,0,0
811,./annot_2000_no_politics/EeXtJf1X0AANmvP.jpg,0,0,0,0,0,0
811,./annot_3000_hate/Ee__aPOXoAEE0NW.jpg,0,0,0,0,0,0
812,./annot_3000_hate/EeVqmfCWoAAVpk6.jpg,0,0,0,0,0,0
812,./annot_2000_no_politics/Ez2mXnJWEAYV4Yc.jpg,1,0,0,0,0,0
813,./annot_2000_no_politics/EfK0UToU4AEL1L7.jpg,0,0,0,0,0,0
813,./annot_3000_hate/EUxTVXEU0AI462k.jpg,1,0,0,0,0,0
814,./annot_2000_no_politics/Eu3Xct3UcAINIRA.jpg,0,0,0,0,0,0
814,./annot_3000_hate/EfofT7EXsAIqAzg.jpg,0,0,0,0,0,0
815,./annot_3000_hate/EpPgh71UUAAGrOZ.jpg,0,0,0,0,0,0
815,./annot_2000_no_politics/EtY_lIwUYAIrMom.jpg,0,0,0,0,0,0
816,./annot_2000_no_politics/EgmgO8dWoAMHxBH.jpg,0,0,0,0,0,0
816,./annot_3000_hate/EfJOn78UcAERJ0H.jpg,1,0,0,0,0,0
817,./annot_2000_no_politics/EVLH3cKU4AARy7_.jpg,0,0,0,0,0,0
817,./annot_3000_hate/EWEOhyJUwAAuPu6.jpg,0,0,0,0,0,0
818,./annot_2000_no_politics/EU3x-XyXQAUJTYs.jpg,0,0,0,0,0,0
818,./annot_3000_hate/EReZdFQUYAE3JF1.jpg,0,0,0,0,0,0
819,./annot_3000_hate/EQpuVYqWsAApKr2.jpg,0,0,0,0,0,0
819,./annot_2000_no_politics/EpkHTpxUcAA17TM.jpg,0,0,0,0,0,0
820,./annot_2000_no_politics/EqdGX1JXEAEdWtO.jpg,0,0,0,0,0,0
820,./annot_3000_hate/Efo7Ri3XYAAMBfM.jpg,0,0,0,0,1,1
821,./annot_2000_no_politics/Eup36saWgAcX8gK.png,1,0,0,0,0,0
821,./annot_3000_hate/EUl9TAQUYAAVUh5.jpg,0,0,0,0,0,0
822,./annot_3000_hate/Et_fMZxXIAAVscM.jpg,0,0,0,0,0,0
